INFO  2019-08-04 19:51:20,809 [9    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 25.3205ms 304 text/css
INFO  2019-08-04 19:51:20,816 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/morris.js/morris.css?v=szHusaozbQctTn4FX-3l5E0A5zoxz7-ne4fr8NgWJlw  
INFO  2019-08-04 19:51:20,817 [9    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/images/user.png  
INFO  2019-08-04 19:51:20,819 [10   ] NetCore.StaticFiles.StaticFileMiddleware - The file /css/themes/all-themes.css was not modified
INFO  2019-08-04 19:51:20,823 [5    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 45.3732ms 304 text/css
INFO  2019-08-04 19:51:20,825 [10   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 62.5521ms 304 text/css
INFO  2019-08-04 19:51:20,827 [5    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/json2/json2.js?v=EZJ68U7eUi8uSP0MRRUalYten2eOlhREE9kJOIbIeYg  
INFO  2019-08-04 19:51:20,832 [9    ] NetCore.StaticFiles.StaticFileMiddleware - The file /images/user.png was not modified
INFO  2019-08-04 19:51:20,833 [6    ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/morris.js/morris.css was not modified
INFO  2019-08-04 19:51:20,836 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 31.7592ms 304 text/css
INFO  2019-08-04 19:51:20,837 [9    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 22.2999ms 304 image/png
INFO  2019-08-04 19:51:20,844 [5    ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/json2/json2.js was not modified
INFO  2019-08-04 19:51:20,865 [5    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 21.34ms 304 application/javascript
INFO  2019-08-04 19:51:20,871 [5    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/bootstrap/dist/js/bootstrap.js?v=Cr6N6zNN4bp0OwTQOZ6Z66M2r-2dpy_EwKMCyZ-SOMg  
INFO  2019-08-04 19:51:20,875 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/blockUI/jquery.blockUI.js?v=oQaw-JJuUcJQ9QVYMcFnPxICDT-hv8-kuxT2FNzTGhc  
INFO  2019-08-04 19:51:20,877 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/jquery-validation/dist/jquery.validate.js?v=KuzD50lDGNI5jq_ipt4hwDpSJk3fhseTR1jdvaBoZLs  
INFO  2019-08-04 19:51:20,881 [9    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/moment/min/moment-with-locales.js?v=7CN4bWPV0U57HDA4YjdCBKCAynhqdWErjNn-5rrsW_I  
INFO  2019-08-04 19:51:20,884 [10   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/jquery/dist/jquery.js?v=DZAnKJ_6XZ9si04Hgrsxu_8s717jcIzLy3oi35EouyE  
INFO  2019-08-04 19:51:20,886 [5    ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/bootstrap/dist/js/bootstrap.js was not modified
INFO  2019-08-04 19:51:20,888 [6    ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/jquery-validation/dist/jquery.validate.js was not modified
INFO  2019-08-04 19:51:20,889 [7    ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/blockUI/jquery.blockUI.js was not modified
INFO  2019-08-04 19:51:20,893 [9    ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/moment/min/moment-with-locales.js was not modified
INFO  2019-08-04 19:51:20,895 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 18.2391ms 304 application/javascript
INFO  2019-08-04 19:51:20,899 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 22.0018ms 304 application/javascript
INFO  2019-08-04 19:51:20,906 [9    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 25.8815ms 304 application/javascript
INFO  2019-08-04 19:51:20,918 [10   ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/jquery/dist/jquery.js was not modified
INFO  2019-08-04 19:51:20,928 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/toastr/toastr.js?v=C7DJ6LzTt1Hvj9fd-yRnySs3I4T2B8XmQ3TqXQjc00g  
INFO  2019-08-04 19:51:20,937 [10   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 52.2763ms 304 application/javascript
INFO  2019-08-04 19:51:20,939 [7    ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/toastr/toastr.js was not modified
INFO  2019-08-04 19:51:20,942 [9    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/spin.js/spin.js?v=GySbz3oZXNlwoawo5PpYy0iM38B-q3jyi_HLw00uxy0  
INFO  2019-08-04 19:51:20,947 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 37.371ms 304 application/javascript
INFO  2019-08-04 19:51:20,950 [10   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/spin.js/jquery.spin.js?v=EG38bUU5b2M64hy9cNAzu_cQBEsiBYsDifOcoHqNd2k  
INFO  2019-08-04 19:51:20,954 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62114/lib/bootstrap-select/dist/js/bootstrap-select.js?v=_KDPX2Vvqq8sySMxlLNJxt9j6Cmb8i_xp602ozhYxzI  
INFO  2019-08-04 19:51:20,956 [9    ] NetCore.StaticFiles.StaticFileMiddleware - The file /lib/spin.js/spin.js was not modified
